91018	中部フィルハーモニー交響楽団	一般発売	2026/9/26(土)	小牧市市民会館 大ホール(愛知県)	中部フィルハーモニー交響楽団 創立２５周年記念特別演奏会＜飛翔＞
91019	前橋汀子	一般発売	2027/2/7(日)	愛知県芸術劇場 コンサートホール(愛知県)	前橋汀子（Ｖｎ）
91020	千葉ロッテマリーンズ	一般発売	2026/9/25(金) ・ 2026/9/26(土)	ベルーナドーム(埼玉県)	埼玉西武ライオンズ対千葉ロッテマリーンズ 公式戦
91021	千葉ロッテマリーンズ	一般発売	2026/9/22(火・祝) ・ 2026/9/23(水・祝)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対オリックス・バファローズ 公式戦
91022	千葉ロッテマリーンズ	一般発売	2026/9/22(火・祝) ・ 2026/9/23(水・祝)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対オリックス・バファローズ 公式戦〈ワイドシート〉
91023	千葉ロッテマリーンズ	一般発売	2026/9/19(土) ・ 2026/9/20(日) ・ 2026/9/21(月・祝)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対埼玉西武ライオンズ 公式戦
91024	千葉ロッテマリーンズ	一般発売	2026/9/8(火) ・ 2026/9/9(水) ・ 2026/9/10(木)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対東北楽天ゴールデンイーグルス 公式戦
91025	千葉ロッテマリーンズ	一般発売	2026/9/16(水) ・ 2026/9/17(木)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対東北楽天ゴールデンイーグルス 公式戦
91026	千葉ロッテマリーンズ	一般発売	2026/9/8(火) ・ 2026/9/9(水) ・ 2026/9/10(木)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対東北楽天ゴールデンイーグルス 公式戦〈ワイドシート〉
91027	千葉ロッテマリーンズ	一般発売	2026/9/16(水) ・ 2026/9/17(木)	ＺＯＺＯマリンスタジアム(千葉県)	千葉ロッテマリーンズ対東北楽天ゴールデンイーグルス 公式戦〈ワイドシート〉
91028	千葉ロッテマリーンズ	一般発売	2026/9/11(金) ・ 2026/9/12(土) ・ 2026/9/13(日)	みずほペイペイドーム(福岡県)	福岡ソフトバンクホークス対千葉ロッテマリーンズ 公式戦
91029	千葉ロッテマリーンズ	一般発売	2026/9/11(金) ・ 2026/9/12(土) ・ 2026/9/13(日)	みずほペイペイドーム(福岡県)	福岡ソフトバンクホークス対千葉ロッテマリーンズ 公式戦 みずほＰａｙＰａｙドーム車イスゾーン
91030	天満天神繁昌亭	一般発売	2026/9/15(火)	天満天神繁昌亭(大阪府)	天満天神繁昌亭
91031	天満天神繁昌亭	一般発売	2026/9/21(月・祝)	天満天神繁昌亭(大阪府)	天満天神繁昌亭
91032	天満天神繁昌亭	一般発売	2026/9/28(月)	天満天神繁昌亭(大阪府)	天満天神繁昌亭
91033	天満天神繁昌亭	一般発売	2026/10/5(月)	天満天神繁昌亭(大阪府)	天満天神繁昌亭
91034	天満天神繁昌亭	一般発売	2026/10/12(月・祝)	天満天神繁昌亭(大阪府)	天満天神繁昌亭
91035	天満天神繁昌亭	一般発売	2026/11/23(月・祝)	天満天神繁昌亭(大阪府)	天満天神繁昌亭
91036	山形交響楽団	一般発売	2026/9/12(土)	やまぎん県民ホール(山形県)	山形交響楽団「至福の名曲コンサート」～ジブリの贈り物～
91037	新日本プロレス	一般発売	2026/9/9(水)	後楽園ホール(東京都)	新日本プロレス
91038	新日本プロレス	一般発売	2026/9/10(木)	後楽園ホール(東京都)	新日本プロレス
91039	新日本プロレス	一般発売	2026/9/13(日)	仙台サンプラザホール(宮城県)	新日本プロレス
91040	新日本プロレス	一般発売	2026/9/15(火)	北斗市総合体育館(北海道)	新日本プロレス
91041	新日本プロレス	一般発売	2026/9/16(水)	苫小牧市総合体育館(北海道)	新日本プロレス
91042	新日本プロレス	一般発売	2026/9/17(木)	リクルートスタッフィング リック＆スー旭川体育館(北海道)	新日本プロレス
91043	新日本プロレス	一般発売	2026/9/19(土)	栗林商会アリーナ(北海道)	新日本プロレス
91044	新日本プロレス	一般発売	2026/9/21(月・祝)	北海道立北見体育センター(北海道)	新日本プロレス
91045	新日本プロレス	一般発売	2026/9/22(火・祝)	よつ葉アリーナ十勝(北海道)	新日本プロレス
91046	新日本プロレス	一般発売	2026/9/23(水・祝)	北ガスアリーナ札幌４６(北海道)	新日本プロレス
91047	新日本プロレス	一般発売	2026/10/24(土)	熊谷市立市民体育館(埼玉県)	新日本プロレス
91048	東京シティ・フィルハーモニック管弦楽団	一般発売	2026/9/25(金)	すみだトリフォニーホール 大ホール(東京都)	東京シティ・フィルハーモニック管弦楽団 すみだトリフォニーホール・特別シリーズ 第2回
91049	東京シティ・フィルハーモニック管弦楽団	一般発売	2026/9/30(水)	東京オペラシティ コンサートホール：タケミツメモリアル(東京都)	東京シティ・フィルハーモニック管弦楽団
91050	東京シティ・フィルハーモニック管弦楽団	一般発売	2027/3/24(水)	すみだトリフォニーホール 大ホール(東京都)	東京シティ・フィルハーモニック管弦楽団 すみだトリフォニーホール・特別シリーズ 第3回
91051	東京シティ・フィルハーモニック管弦楽団	先行先着	2026/12/28(月)	東京オペラシティ コンサートホール：タケミツメモリアル(東京都)	東京シティ・フィルハーモニック管弦楽団 第九特別演奏会2026
91052	東京シティ・フィルハーモニック管弦楽団	一般発売	2026/10/10(土)	東京オペラシティ コンサートホール：タケミツメモリアル(東京都)	東京シティ・フィルハーモニック管弦楽団 第３８７回定期演奏会
91053	東京シティ・フィルハーモニック管弦楽団	一般発売	2026/11/12(木)	東京オペラシティ コンサートホール：タケミツメモリアル(東京都)	東京シティ・フィルハーモニック管弦楽団 第３８８回定期演奏会
91054	東京シティ・フィルハーモニック管弦楽団	一般発売	2026/12/3(木)	東京オペラシティ コンサートホール：タケミツメモリアル(東京都)	東京シティ・フィルハーモニック管弦楽団 第３８９回定期演奏会
91055	松原健之	一般発売	2026/9/11(金)	北國新聞赤羽ホール(石川県)	松原健之
91056	松原健之	一般発売	2026/9/30(水)	掛川市生涯学習センター(静岡県)	松原健之
91057	松原健之	一般発売	2026/10/3(土)	神戸新聞松方ホール(兵庫県)	松原健之
91058	柳家喬太郎	一般発売	2026/10/10(土)	浜松市浜北文化センター 大ホール(静岡県)	第４０回浜北寄席 柳家喬太郎 春風亭一之輔 二人会
91059	柳家喬太郎	一般発売	2026/10/20(火)	横浜にぎわい座 芸能ホール(神奈川県)	柳家喬太郎 独演会
91060	柳家喬太郎	一般発売	2026/10/23(金)	国分寺市立いずみホール Ａホール(東京都)	柳家喬太郎独演会
91061	柳家喬太郎	一般発売	2026/9/21(月・祝)	ドーンセンターホール(大阪府)	柳家喬太郎 なにわ独演会
91062	桂吉弥	先行抽選	2027/1/31(日)	東大阪市文化創造館 ジャトーハーモニー 小ホール(大阪府)	桂吉弥 独演会
91063	桂吉弥	一般発売	2026/12/16(水)	堺市民芸術文化ホール（フェニーチェ堺） 小ホール(大阪府)	桂吉弥独演会
91064	牧阿佐美バレヱ団	一般発売	2026/9/19(土)	フェスティバルホール(大阪府)	牧阿佐美バレヱ団
91065	牧阿佐美バレヱ団	一般発売	2026/10/31(土) ・ 2026/11/1(日)	文京シビックホール 大ホール(東京都)	牧阿佐美バレヱ団 受け継がれる美しき遺産 創立７０周年記念ガラ
91066	立川談笑	一般発売	2026/11/28(土)	中電ホール(愛知県)	第６３回あきつ落語会 談笑 ＤＥ ＳＨＯＷ １７ ～立川談笑独演会～
91067	立川談笑	一般発売	2026/8/14(金) ・ 2026/9/8(火) ・ 2026/10/13(火)	深川江戸資料館 小劇場(東京都)	立川談笑 月例独演会 其の２８０回～２８２回 ～長講スパークル～
91068	角野未来	一般発売	2026/9/18(金)	札幌コンサートホールＫｉｔａｒａ 小ホール(北海道)	角野未来（ｐ）
